id,name,path
219,Cancelled Order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Additional content &gt; Define - Text to enter below main email content
220,Cancelled Order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Email type &gt; Select - Email type HTML
221,Cancelled Order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Email type &gt; Select - Email type Plain text
222,Cancelled Order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; HTML template &gt; Click - View Template
223,Cancelled Order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
224,Failed Order Email,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order
225,Failed Order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Check - Enable this email notification
226,Failed Order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Uncheck - Enable this email notification
227,Failed Order - Recipient(s),WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Recipient(s) &gt; Define - Email addresses that need to be notified (CSV)
228,Failed Order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Subject &gt; Define - Subject of Email notification
229,Failed Order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email heading &gt; Define - Email heading
230,Failed Order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Additional content &gt; Define - Text to enter below main email content
231,Failed Order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email type &gt; Select - Email type HTML
232,Failed Order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email type &gt; Select - Email type Plain text
233,Failed Order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; HTML template &gt; Click - View Template
234,Failed Order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
235,Order on-hold Email,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold
236,Order on-hold - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Check - Enable this email notification
237,Order on-hold - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Uncheck - Enable this email notification
238,Order on-hold - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Subject &gt; Define - Subject of Email notification
239,Order on-hold - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email heading &gt; Define - Email heading
240,Order on-hold - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Additional content &gt; Define - Text to enter below main email content
241,Order on-hold - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email type &gt; Select - Email type HTML
242,Order on-hold - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email type &gt; Select - Email type Plain text
243,Order on-hold - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; HTML template &gt; Click - View Template
244,Order on-hold - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
245,Processing order Email,WooCommerce &gt; Settings &gt; Emails &gt; Processing order
246,Processing order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Check - Enable this email notification
247,Processing order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Uncheck - Enable this email notification
248,Processing order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Subject &gt; Define - Subject of Email notification
249,Processing order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email heading &gt; Define - Email heading
250,Processing order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Additional content &gt; Define - Text to enter below main email content
251,Processing order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email type &gt; Select - Email type HTML
252,Processing order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email type &gt; Select - Email type Plain text
253,Processing order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; HTML template &gt; Click - View Template
254,Processing order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
255,Completed order Email,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details
256,Completed order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Check - Enable this email notification
257,Completed order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Uncheck - Enable this email notification
258,Completed order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject &gt; Define - Subject of Email notification
259,Completed order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading &gt; Define - Email heading
260,Completed order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Additional content &gt; Define - Text to enter below main email content
261,Completed order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type HTML
262,Completed order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type Plain text
263,Completed order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - View Template
264,Completed order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
265,Refunded order Email,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order
266,Refunded order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Check - Enable this email notification
267,Refunded order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Uncheck - Enable this email notification
268,Refunded order - Full refund subject,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Full refund subject &gt; Define - Full refund subject
269,Refunded order - Partial refund subject,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Partial refund subject &gt; Define - Partial refund subject
270,Refunded order - Full refund email heading,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Full refund email heading &gt; Define - Full refund email heading
271,Refunded order - Partial refund email heading,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Partial refund email heading &gt; Define - Partial refund email heading
272,Refunded order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Additional content &gt; Define - Text to enter below main email content
273,Refunded order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Email type &gt; Select - Email type HTML
274,Refunded order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Email type &gt; Select - Email type Plain text
275,Refunded order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; HTML template &gt; Click - View Template
276,Refunded order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
277,Invoice / Order details,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details
278,Invoice / Order details - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Check - Enable this email notification
279,Invoice / Order details - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Uncheck - Enable this email notification
280,Invoice / Order details - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject &gt; Define - Subject of Email notification
281,Invoice / Order details - Subject (paid),WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject (paid) &gt; Define - Subject of Email notification for paid orders
282,Invoice / Order details - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading &gt; Define - Email heading
283,Invoice / Order details - Email heading (paid),WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading (paid) &gt; Define - Email heading for paid orders
284,Invoice / Order details - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Additional content &gt; Define - Text to enter below main email content
285,Invoice / Order details - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type HTML
286,Invoice / Order details - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type Plain text
287,Invoice / Order details - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - View Template
288,Invoice / Order details - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
289,Customer Note Email,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note
290,Customer Note - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Check - Enable this email notification
291,Customer Note - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Uncheck - Enable this email notification
292,Customer Note - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Subject &gt; Define - Subject of Email notification
293,Customer Note - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email heading &gt; Define - Email heading
294,Customer Note - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Additional content &gt; Define - Text to enter below main email content
295,Customer Note - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email type &gt; Select - Email type HTML
296,Customer Note - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email type &gt; Select - Email type Plain text
297,Customer Note - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; HTML template &gt; Click - View Template
298,Customer Note - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
299,Reset password Email,WooCommerce &gt; Settings &gt; Emails &gt; Reset password
300,Reset password - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Check - Enable this email notification
301,Reset password - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Uncheck - Enable this email notification
302,Reset password - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Subject &gt; Define - Subject of Email notification
303,Reset password - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email heading &gt; Define - Email heading
304,Reset password - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Additional content &gt; Define - Text to enter below main email content
305,Reset password - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email type &gt; Select - Email type HTML
306,Reset password - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email type &gt; Select - Email type Plain text
307,Reset password - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; HTML template &gt; Click - View Template
308,Reset password - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
309,New account Email,WooCommerce &gt; Settings &gt; Emails &gt; New account
310,New account - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Check - Enable this email notification
311,New account - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Uncheck - Enable this email notification
312,New account - Subject,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Subject &gt; Define - Subject of Email notification
313,New account - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email heading &gt; Define - Email heading
314,New account - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Additional content &gt; Define - Text to enter below main email content
315,New account - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email type &gt; Select - Email type HTML
316,New account - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email type &gt; Select - Email type Plain text
317,New account - View Template,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; HTML template &gt; Click - View Template
318,New account - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
319,Email sender options - From name,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email sender options &gt; Define - From name
320,Email sender options - From Address,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email sender options &gt; Define - From address
321,Email template - Header Image,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Header Image
322,Email template - Footer Text,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Footer Text
323,Email template - Base color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Base color
324,Email template - Background color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Background color
325,Email template - Body background color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Body background color
326,Email template - Body text color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Body text color
327,Email template - Preview template,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Click link that says - Click here to preview your email template.
328,MaxMind Geolocation,WooCommerce &gt; Settings &gt; Integration &gt; MaxMind Geolocation &gt; MaxMind License Key - Enter license key
329,Database File Path,WooCommerce &gt; Settings &gt; Integration &gt; MaxMind Geolocation &gt; Database File Path &gt; Define - Path to save Geolocation database
330,Page Setup - Cart page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Cart page &gt; Select - Cart page
331,Page Setup - Checkout page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout page &gt; Select - Checkout page
332,Page Setup - My account page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; My account page &gt; Select - My account page
333,Page Setup - Terms and conditions page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Terms and conditions page &gt; Select - Terms and conditions page
334,Page Setup - Enable Secure checkout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Secure checkout &gt; Check - Force secure checkout
335,Page Setup - Disable Secure checkout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Secure checkout &gt; Uncheck - Force secure checkout
336,Checkout endpoints - Pay,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Pay &gt; Define - Endpoint for Checkout-&gt;Pay page
337,Checkout endpoints - Order received,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Order received &gt; Define - Endpoint for Order confirmation
338,Checkout endpoints - Add payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Add payment method &gt; Define - Endpoint for Add payment method
339,Checkout endpoints - Delete payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Delete payment method &gt; Define - Endpoint for Delete payment method
340,Checkout endpoints - Set default payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Set default payment method &gt; Define - Endpoint for Set default payment method
341,Account endpoints - Orders,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Orders &gt; Define - Endpoint for Orders
342,Account endpoints - View order,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; View order &gt; Define - Endpoint for View order
343,Account endpoints - Downloads,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Downloads &gt; Define - Endpoint for Downloads
344,Account endpoints - Edit account,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Edit account &gt; Define - Endpoint for Edit account
345,Account endpoints - Addresses,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Addresses &gt; Define - Endpoint for Addresses
346,Account endpoints - Payment methods,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Payment methods &gt; Define - Endpoint for Payment methods
347,Account endpoints - Lost password,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Lost password &gt; Define - Endpoint for Lost password
348,Account endpoints - Logout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Logout &gt; Define - Endpoint for Logout
349,Advanced - Rest API,WooCommerce &gt; Settings &gt; Advanced &gt; Rest API
350,Advanced - Rest API - Create an API key,WooCommerce &gt; Settings &gt; Advanced &gt; Rest API &gt; Click - Add Key
351,Advanced - Webhooks,WooCommerce &gt; Settings &gt; Advanced &gt; Webhooks
352,Advanced - Webhooks - Add Webhook,WooCommerce &gt; Settings &gt; Advanced &gt; Webhooks &gt; Add Webhook
353,Advanced - Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API
354,Advanced - Enable Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API &gt; Check - Enable the legacy REST API
355,Advanced - Disable Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API &gt; Uncheck - Enable the legacy REST API
356,Advanced - WooCommerce.com,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com
357,WooCommerce.com - Enable Usage Tracking,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Usage Tracking &gt; Check - Allow usage of WooCommerce to be tracked
358,WooCommerce.com - Disable Usage Tracking,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Usage Tracking &gt; Uncheck - Allow usage of WooCommerce to be tracked
359,WooCommerce.com - Enable Marketplace suggestions,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Marketplace suggestions &gt; Check - Display suggestions within WooCommerce
360,WooCommerce.com - Disable Marketplace suggestions,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Marketplace suggestions &gt; Uncheck - Display suggestions within WooCommerce
361,System Status Report,WooCommerce &gt; Status &gt; System Status
362,Copy System Status Report,WooCommerce &gt; Status &gt; System Status &gt; Click - Get system report
363,Tools,WooCommerce &gt; Status &gt; Tools
364,Tools - WooCommerce transients,WooCommerce &gt; Status &gt; Tools &gt; WooCommerce transients &gt; Click - Clear Transients (Button on right)
365,Tools - Expired transients,WooCommerce &gt; Status &gt; Tools &gt; Expired transients &gt; Click - Clear Transients (Button on right)
366,Tools - Orphaned variations,WooCommerce &gt; Status &gt; Tools &gt; Orphaned variations &gt; Click - Delete Orphaned variations (Button on right)
367,Tools - Used-up download permissions,WooCommerce &gt; Status &gt; Tools &gt; Used-up download permissions &gt; Click - Clean-up download permissions (Button on right)
368,Tools - Product lookup tables,WooCommerce &gt; Status &gt; Tools &gt; Product lookup tables &gt; Click - Regenerate (Button on right)
369,Tools - Term counts,WooCommerce &gt; Status &gt; Tools &gt; Term counts &gt; Click - Recount Terms (Button on right)
370,Tools - Capabilities,WooCommerce &gt; Status &gt; Tools &gt; Capabilities &gt; Click - Reset Capabilities (Button on right)
371,Tools - Clear customer sessions,WooCommerce &gt; Status &gt; Tools &gt; Clear customer sessions &gt; Click - Clear (Button on right)
372,Tools - Create default WooCommerce pages,WooCommerce &gt; Status &gt; Tools &gt; Create default WooCommerce pages &gt; Click - Create Pages (Button on right)
373,Tools - Delete WooCommerce tax rates,WooCommerce &gt; Status &gt; Tools &gt; Delete WooCommerce tax rates &gt; Click - Delete tax rates (Button on right)
374,Tools - Regenerate shop thumbnails,WooCommerce &gt; Status &gt; Tools &gt; Regenerate shop thumbnails &gt; Click - Regenerate (Button on right)
375,Tools - Update database,WooCommerce &gt; Status &gt; Tools &gt; Update database &gt; Click - Update (Button on right)
376,Logs,WooCommerce &gt; Status &gt; Logs
377,Find Logs,WooCommerce &gt; Status &gt; Logs &gt; Select - Log under drop-down (right side) &gt; Click - View button
378,Fatal Error Logs,WooCommerce &gt; Status &gt; Logs &gt; Select - Latest Fatal Error Log under drop-down (right side) &gt; Click - View button
379,Scheduled Actions,WooCommerce &gt; Status &gt; Scheduled Actions
380,Scheduled Actions - All,WooCommerce &gt; Status &gt; Scheduled Actions &gt; All
381,Scheduled Actions - Canceled,WooCommerce &gt; Status &gt; Scheduled Actions &gt; Canceled
382,Scheduled Actions - Pending,WooCommerce &gt; Status &gt; Scheduled Actions &gt; Pending
383,Scheduled Actions - Complete,WooCommerce &gt; Status &gt; Scheduled Actions &gt; Complete
384,Extensions,WooCommerce &gt; Extensions &gt; Browse Extenisons
385,WooCommerce.com Subscriptions,WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions
386,Connect WooCommerce.com Account,WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Click - Connect
387,Disconnect WooCommerce.com Account,WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Hover over Connected to WooCommerce.com &gt; Click - Disconnect
388,Updated WooCommerce.com Connection,WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Click - Update (top-left next to Subscriptions)
389,Activate Extenison,WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Find the extension &gt; Click - Toggle button (Active / Inactive)
390,Products - All Products,Products &gt; All Products
391,Products - Add New Product,Products &gt; Add new
392,Products - Import,Products &gt; All Products &gt; Import
393,Products - Export,Products &gt; All Products &gt; Export
394,Products - Sorting,Products &gt; All Products &gt; Sorting
395,Products - Screen Options,Products &gt; All Products &gt; Click - Screen Options
396,Edit Product,Products &gt; Hover over the product &gt; Click - Edit (below product name)
397,Trash Product,Products &gt; Hover over the product &gt; Click - Trash (below product name)
398,Duplicate Product,Products &gt; Hover over the product &gt; Click - Duplicate (below product name)
399,View Product,Products &gt; Hover over the product &gt; Click - View (below product name)
400,Product Edit - Update Product Name,Product Edit Page &gt; Define - Product name &gt; Click - Update (top right)
401,Product Edit - Update Description,Product Edit Page &gt; Define - Product Description &gt; Click - Update (top right)
402,Product Edit - Update Short Description,Product Edit Page &gt; Scroll down &gt; Define - Product Short Description &gt; Click - Update (top right)
403,Product Visibility - Public,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Public
404,Product Visibility - Password Protected,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Password Protected
405,Product Visibility - Private,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Private
406,Catalog Visibility - Shop and search results,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop and search results
407,Catalog Visibility - Shop only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop only
408,Catalog Visibility - Search results only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Search results only
409,Catalog Visibility - Hidden,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Hidden
410,Catalog Visibility - Featured Product,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Check - Featured Product
411,Product Edit - Assign Category,Product Edit Page &gt; Category Section (right sidebar) &gt; Check - Category
412,Product Edit - Add Tags,Product Edit Page &gt; Product Tag Section (right sidebar) &gt; Assign - Tags
413,Product Edit - Product Image,Product Edit Page &gt; Product Image Section (right sidebar) &gt; Click - Set product image &gt; Assign - Image
414,Product Edit - Product Gallery,Product Edit Page &gt; Product Gallery Section (right sidebar) &gt; Click - Add product gallery images &gt; Assign - Images
415,Product data - Simple Product,Product Edit Page &gt; Product data &gt; Select - Simple Product
416,Product data - Virtual Product,Product Edit Page &gt; Product data &gt; Check - Virtual field
417,Product data - Downloadable,Product Edit Page &gt; Product data &gt; Check - Downloadable field
418,Product data - Virtual Downlodable,Product Edit Page &gt; Product data &gt; Check - Both Virtual and Downloadable field
419,Product data - General - Regular Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Regular Price
420,Product data - General - Sale Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Sale Price
421,Product data - General - Tax status - Taxable,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Taxable
422,Product data - General - Tax status - Shipping Only,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Shipping Only
423,Product data - General - Tax status - None,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - None
424,Product data - General - Tax class,Product Edit Page &gt; Product data &gt; General &gt; Tax class &gt; Select - Tax class
425,Product data - Inventory - SKU,Product Edit Page &gt; Product data &gt; Inventory &gt; Define - SKU
426,Product data - Inventory - Manage stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Manage stock &gt; Check - Enable stock management at product level
427,Inventory - Stock Status - In Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In Stock
428,Inventory - Stock Status - Out of Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - Out of Stock
429,Inventory - Stock Status - In backorder,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In backorder
430,Sold individually,Product Edit Page &gt; Product data &gt; Inventory &gt; Check - Enable this to only allow one of this item to be bought in a single order
431,Inventory - Stock quantity,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock quantity &gt; Define - Stock quantity
432,Allow backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Do not allow
433,"Allow backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow, but notify customers"
434,Allow backorders? - Allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow
435,Low stock threshold,Product Edit Page &gt; Product data &gt; Inventory &gt; Low stock threshold &gt; Define - Low stock threshold
436,Shipping - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Shipping &gt; Define - Weight and dimensions here
437,Product Shipping Class,Product Edit Page &gt; Product data &gt; Shipping &gt; Select - Product Shipping class
438,Upsells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Upsells
439,Cross-sells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Cross-sells
440,Attribute - Add Product Level,Product Edit Page &gt; Product data &gt; Attributes &gt; Custom Product Attribute &gt; Click - Add
441,Attribute - Select Global Attribute,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Global Attribute &gt; Click - Add
442,Attribute - Display on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Check - Display on Product Page
443,Attribute - Hide on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Uncheck - Display on Product Page
444,Purchase note,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Purchase note
445,Menu Order,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Order Position
446,Enable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Check - Enable reviews
