id,name,path
219,Cancelled Order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Subject &gt; Define - Subject of Email notification
220,Cancelled Order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Email heading &gt; Define - Email heading
221,Cancelled Order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Additional content &gt; Define - Text to enter below main email content
222,Cancelled Order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Email type &gt; Select - Email type HTML
223,Cancelled Order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; Email type &gt; Select - Email type Plain text
224,Cancelled Order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; HTML template &gt; Click - View Template
225,Cancelled Order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Cancelled Order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
226,Failed Order Email,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order
227,Failed Order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Check - Enable this email notification
228,Failed Order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Uncheck - Enable this email notification
229,Failed Order - Recipient(s),WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Recipient(s) &gt; Define - Email addresses that need to be notified (CSV)
230,Failed Order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Subject &gt; Define - Subject of Email notification
231,Failed Order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email heading &gt; Define - Email heading
232,Failed Order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Additional content &gt; Define - Text to enter below main email content
233,Failed Order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email type &gt; Select - Email type HTML
234,Failed Order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; Email type &gt; Select - Email type Plain text
235,Failed Order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; HTML template &gt; Click - View Template
236,Failed Order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Failed Order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
237,Order on-hold Email,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold
238,Order on-hold - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Check - Enable this email notification
239,Order on-hold - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Uncheck - Enable this email notification
240,Order on-hold - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Subject &gt; Define - Subject of Email notification
241,Order on-hold - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email heading &gt; Define - Email heading
242,Order on-hold - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Additional content &gt; Define - Text to enter below main email content
243,Order on-hold - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email type &gt; Select - Email type HTML
244,Order on-hold - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; Email type &gt; Select - Email type Plain text
245,Order on-hold - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; HTML template &gt; Click - View Template
246,Order on-hold - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Order on-hold &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
247,Processing order Email,WooCommerce &gt; Settings &gt; Emails &gt; Processing order
248,Processing order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Check - Enable this email notification
249,Processing order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Uncheck - Enable this email notification
250,Processing order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Subject &gt; Define - Subject of Email notification
251,Processing order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email heading &gt; Define - Email heading
252,Processing order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Additional content &gt; Define - Text to enter below main email content
253,Processing order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email type &gt; Select - Email type HTML
254,Processing order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; Email type &gt; Select - Email type Plain text
255,Processing order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; HTML template &gt; Click - View Template
256,Processing order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Processing order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
257,Completed order Email,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details
258,Completed order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Check - Enable this email notification
259,Completed order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Uncheck - Enable this email notification
260,Completed order - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject &gt; Define - Subject of Email notification
261,Completed order - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading &gt; Define - Email heading
262,Completed order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Additional content &gt; Define - Text to enter below main email content
263,Completed order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type HTML
264,Completed order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type Plain text
265,Completed order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - View Template
266,Completed order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
267,Refunded order Email,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order
268,Refunded order - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Check - Enable this email notification
269,Refunded order - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Uncheck - Enable this email notification
270,Refunded order - Full refund subject,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Full refund subject &gt; Define - Full refund subject
271,Refunded order - Partial refund subject,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Partial refund subject &gt; Define - Partial refund subject
272,Refunded order - Full refund email heading,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Full refund email heading &gt; Define - Full refund email heading
273,Refunded order - Partial refund email heading,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Partial refund email heading &gt; Define - Partial refund email heading
274,Refunded order - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Additional content &gt; Define - Text to enter below main email content
275,Refunded order - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Email type &gt; Select - Email type HTML
276,Refunded order - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; Email type &gt; Select - Email type Plain text
277,Refunded order - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; HTML template &gt; Click - View Template
278,Refunded order - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Refunded order &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
279,Invoice / Order details,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details
280,Invoice / Order details - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Check - Enable this email notification
281,Invoice / Order details - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Uncheck - Enable this email notification
282,Invoice / Order details - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject &gt; Define - Subject of Email notification
283,Invoice / Order details - Subject (paid),WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Subject (paid) &gt; Define - Subject of Email notification for paid orders
284,Invoice / Order details - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading &gt; Define - Email heading
285,Invoice / Order details - Email heading (paid),WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email heading (paid) &gt; Define - Email heading for paid orders
286,Invoice / Order details - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Additional content &gt; Define - Text to enter below main email content
287,Invoice / Order details - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type HTML
288,Invoice / Order details - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; Email type &gt; Select - Email type Plain text
289,Invoice / Order details - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - View Template
290,Invoice / Order details - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer invoice / Order details &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
291,Customer Note Email,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note
292,Customer Note - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Check - Enable this email notification
293,Customer Note - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Uncheck - Enable this email notification
294,Customer Note - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Subject &gt; Define - Subject of Email notification
295,Customer Note - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email heading &gt; Define - Email heading
296,Customer Note - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Additional content &gt; Define - Text to enter below main email content
297,Customer Note - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email type &gt; Select - Email type HTML
298,Customer Note - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; Email type &gt; Select - Email type Plain text
299,Customer Note - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; HTML template &gt; Click - View Template
300,Customer Note - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Customer Note &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
301,Reset password Email,WooCommerce &gt; Settings &gt; Emails &gt; Reset password
302,Reset password - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Check - Enable this email notification
303,Reset password - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Uncheck - Enable this email notification
304,Reset password - Subject,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Subject &gt; Define - Subject of Email notification
305,Reset password - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email heading &gt; Define - Email heading
306,Reset password - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Additional content &gt; Define - Text to enter below main email content
307,Reset password - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email type &gt; Select - Email type HTML
308,Reset password - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; Email type &gt; Select - Email type Plain text
309,Reset password - View Template,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; HTML template &gt; Click - View Template
310,Reset password - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; Reset password &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
311,New account Email,WooCommerce &gt; Settings &gt; Emails &gt; New account
312,New account - Enable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Check - Enable this email notification
313,New account - Disable this email notification,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Uncheck - Enable this email notification
314,New account - Subject,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Subject &gt; Define - Subject of Email notification
315,New account - Email heading,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email heading &gt; Define - Email heading
316,New account - Additional content,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Additional content &gt; Define - Text to enter below main email content
317,New account - Email type - HTML,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email type &gt; Select - Email type HTML
318,New account - Email type - Plain text,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; Email type &gt; Select - Email type Plain text
319,New account - View Template,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; HTML template &gt; Click - View Template
320,New account - Custom Template,WooCommerce &gt; Settings &gt; Emails &gt; New account &gt; HTML template &gt; Click - Copy file to theme &gt; Edit the template on-screen
321,Email sender options - From name,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email sender options &gt; Define - From name
322,Email sender options - From Address,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email sender options &gt; Define - From address
323,Email template - Header Image,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Header Image
324,Email template - Footer Text,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Footer Text
325,Email template - Base color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Base color
326,Email template - Background color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Background color
327,Email template - Body background color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Body background color
328,Email template - Body text color,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Define - Body text color
329,Email template - Preview template,WooCommerce &gt; Settings &gt; Emails &gt; Scroll down to find - Email Template &gt; Click link that says - Click here to preview your email template.
330,MaxMind Geolocation,WooCommerce &gt; Settings &gt; Integration &gt; MaxMind Geolocation &gt; MaxMind License Key - Enter license key
331,Database File Path,WooCommerce &gt; Settings &gt; Integration &gt; MaxMind Geolocation &gt; Database File Path &gt; Define - Path to save Geolocation database
332,Page Setup - Cart page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Cart page &gt; Select - Cart page
333,Page Setup - Checkout page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout page &gt; Select - Checkout page
334,Page Setup - My account page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; My account page &gt; Select - My account page
335,Page Setup - Terms and conditions page,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Terms and conditions page &gt; Select - Terms and conditions page
336,Page Setup - Enable Secure checkout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Secure checkout &gt; Check - Force secure checkout
337,Page Setup - Disable Secure checkout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Secure checkout &gt; Uncheck - Force secure checkout
338,Checkout endpoints - Pay,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Pay &gt; Define - Endpoint for Checkout-&gt;Pay page
339,Checkout endpoints - Order received,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Order received &gt; Define - Endpoint for Order confirmation
340,Checkout endpoints - Add payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Add payment method &gt; Define - Endpoint for Add payment method
341,Checkout endpoints - Delete payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Delete payment method &gt; Define - Endpoint for Delete payment method
342,Checkout endpoints - Set default payment method,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Checkout endpoints &gt; Set default payment method &gt; Define - Endpoint for Set default payment method
343,Account endpoints - Orders,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Orders &gt; Define - Endpoint for Orders
344,Account endpoints - View order,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; View order &gt; Define - Endpoint for View order
345,Account endpoints - Downloads,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Downloads &gt; Define - Endpoint for Downloads
346,Account endpoints - Edit account,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Edit account &gt; Define - Endpoint for Edit account
347,Account endpoints - Addresses,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Addresses &gt; Define - Endpoint for Addresses
348,Account endpoints - Payment methods,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Payment methods &gt; Define - Endpoint for Payment methods
349,Account endpoints - Lost password,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Lost password &gt; Define - Endpoint for Lost password
350,Account endpoints - Logout,WooCommerce &gt; Settings &gt; Advanced &gt; Page Setup &gt; Account endpoints &gt; Logout &gt; Define - Endpoint for Logout
351,Advanced - Rest API,WooCommerce &gt; Settings &gt; Advanced &gt; Rest API
352,Advanced - Rest API - Create an API key,WooCommerce &gt; Settings &gt; Advanced &gt; Rest API &gt; Click - Add Key
353,Advanced - Webhooks,WooCommerce &gt; Settings &gt; Advanced &gt; Webhooks
354,Advanced - Webhooks - Add Webhook,WooCommerce &gt; Settings &gt; Advanced &gt; Webhooks &gt; Add Webhook
355,Advanced - Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API
356,Advanced - Enable Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API &gt; Check - Enable the legacy REST API
357,Advanced - Disable Legacy API,WooCommerce &gt; Settings &gt; Advanced &gt; Legacy API &gt; Uncheck - Enable the legacy REST API
358,Advanced - WooCommerce.com,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com
359,WooCommerce.com - Enable Usage Tracking,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Usage Tracking &gt; Check - Allow usage of WooCommerce to be tracked
360,WooCommerce.com - Disable Usage Tracking,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Usage Tracking &gt; Uncheck - Allow usage of WooCommerce to be tracked
361,WooCommerce.com - Enable Marketplace suggestions,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Marketplace suggestions &gt; Check - Display suggestions within WooCommerce
362,WooCommerce.com - Disable Marketplace suggestions,WooCommerce &gt; Settings &gt; Advanced &gt; WooCommerce.com &gt; Marketplace suggestions &gt; Uncheck - Display suggestions within WooCommerce
363,System Status Report,WooCommerce &gt; Tools &gt; System Status
364,Copy System Status Report,WooCommerce &gt; Tools &gt; System Status &gt; Click - Get system report
365,Tools,WooCommerce &gt; Tools &gt; Utility
366,Tools - WooCommerce transients,WooCommerce &gt; Tools &gt; Utility &gt; WooCommerce transients &gt; Click - Clear Transients (Button on right)
367,Tools - Expired transients,WooCommerce &gt; Tools &gt; Utility &gt; Expired transients &gt; Click - Clear Transients (Button on right)
368,Tools - Orphaned variations,WooCommerce &gt; Tools &gt; Utility &gt; Orphaned variations &gt; Click - Delete Orphaned variations (Button on right)
369,Tools - Used-up download permissions,WooCommerce &gt; Tools &gt; Utility &gt; Used-up download permissions &gt; Click - Clean-up download permissions (Button on right)
370,Tools - Product lookup tables,WooCommerce &gt; Tools &gt; Utility &gt; Product lookup tables &gt; Click - Regenerate (Button on right)
371,Tools - Term counts,WooCommerce &gt; Tools &gt; Utility &gt; Term counts &gt; Click - Recount Terms (Button on right)
372,Tools - Capabilities,WooCommerce &gt; Tools &gt; Utility &gt; Capabilities &gt; Click - Reset Capabilities (Button on right)
373,Tools - Clear customer sessions,WooCommerce &gt; Tools &gt; Utility &gt; Clear customer sessions &gt; Click - Clear (Button on right)
374,Tools - Clear Template cache,WooCommerce &gt; Tools &gt; Utility &gt; Clear template cache &gt; Click - Clear (Button on right)
375,Tools - Create default WooCommerce pages,WooCommerce &gt; Tools &gt; Utility &gt; Create default WooCommerce pages &gt; Click - Create Pages (Button on right)
376,Tools - Delete WooCommerce tax rates,WooCommerce &gt; Tools &gt; Utility &gt; Delete WooCommerce tax rates &gt; Click - Delete tax rates (Button on right)
377,Tools - Regenerate shop thumbnails,WooCommerce &gt; Tools &gt; Utility &gt; Regenerate shop thumbnails &gt; Click - Regenerate (Button on right)
378,Tools - Update database,WooCommerce &gt; Tools &gt; Utility &gt; Update database &gt; Click - Update (Button on right)
379,Tools - Verify base database tables,WooCommerce &gt; Tools &gt; Utility &gt; Verify base database tables &gt; Click - Verify database (Button on right)
380,Tools - Clear analytics cache,WooCommerce &gt; Tools &gt; Utility &gt; Clear analytics cache &gt; Click - Clear (Button on right)
381,Logs,WooCommerce &gt; Tools &gt; Logs
382,Find Logs,WooCommerce &gt; Tools &gt; Logs &gt; Select - Log under drop-down (right side) &gt; Click - View button
383,Fatal Error Logs,WooCommerce &gt; Tools &gt; Logs &gt; Select - Latest Fatal Error Log under drop-down (right side) &gt; Click - View button
384,Scheduled Actions,WooCommerce &gt; Tools &gt; Scheduled Actions
385,Scheduled Actions - All,WooCommerce &gt; Tools &gt; Scheduled Actions &gt; All
386,Scheduled Actions - Canceled,WooCommerce &gt; Tools &gt; Scheduled Actions &gt; Canceled
387,Scheduled Actions - Pending,WooCommerce &gt; Tools &gt; Scheduled Actions &gt; Pending
388,Scheduled Actions - Complete,WooCommerce &gt; Tools &gt; Scheduled Actions &gt; Complete
389,Extensions,WooCommerce &gt; Marketplace &gt; Browse Extenisons
390,WooCommerce.com Subscriptions,WooCommerce &gt; Marketplace &gt; WooCommerce.com Subscriptions
391,Connect WooCommerce.com Account,WooCommerce &gt; Marketplace &gt; WooCommerce.com Subscriptions &gt; Click - Connect
392,Disconnect WooCommerce.com Account,WooCommerce &gt; Marketplace &gt; WooCommerce.com Subscriptions &gt; Hover over Connected to WooCommerce.com &gt; Click - Disconnect
393,Updated WooCommerce.com Connection,WooCommerce &gt; Marketplace &gt; WooCommerce.com Subscriptions &gt; Click - Update (top-left next to Subscriptions)
394,Activate Extenison,WooCommerce &gt; Marketplace &gt; WooCommerce.com Subscriptions &gt; Find the extension &gt; Click - Toggle button (Active / Inactive)
395,Products - All Products,WooCommerce &gt; Products &gt; All Products
396,Products - Add New Product,WooCommerce &gt; Products &gt; Add new
397,Products - Import,WooCommerce &gt; Products &gt; All Products &gt; Import (Top of the Dashboard)
398,Products - Export,WooCommerce &gt; Products &gt; All Products &gt; Export (Top of the Dashboard)
399,Products - Sorting,WooCommerce &gt; Products &gt; All Products &gt; Sorting
400,Products - Screen Options,WooCommerce &gt; Products &gt; All Products &gt; Click - Screen Options (Top of the Dashboard)
401,Edit Product,WooCommerce &gt; Products &gt; Hover over the product &gt; Click - Edit (below product name)
402,Trash Product,WooCommerce &gt; Products &gt; Hover over the product &gt; Click - Trash (below product name)
403,Duplicate Product,WooCommerce &gt; Products &gt; Hover over the product &gt; Click - Duplicate (below product name)
404,View Product,WooCommerce &gt; Products &gt; Hover over the product &gt; Click - View (below product name)
405,Product Edit - Update Product Name,Product Edit Page &gt; Define - Product name &gt; Click - Update (top right)
406,Product Edit - Update Description,Product Edit Page &gt; Define - Product Description &gt; Click - Update (top right)
407,Product Edit - Update Short Description,Product Edit Page &gt; Scroll down &gt; Define - Product Short Description &gt; Click - Update (top right)
408,Product Visibility - Public,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Public
409,Product Visibility - Password Protected,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Password Protected
410,Product Visibility - Private,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Private
411,Catalog Visibility - Shop and search results,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop and search results
412,Catalog Visibility - Shop only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop only
413,Catalog Visibility - Search results only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Search results only
414,Catalog Visibility - Hidden,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Hidden
415,Catalog Visibility - Featured Product,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Check - Featured Product
416,Product Edit - Assign Category,Product Edit Page &gt; Category Section (right sidebar) &gt; Check - Category
417,Product Edit - Add Tags,Product Edit Page &gt; Product Tag Section (right sidebar) &gt; Assign - Tags
418,Product Edit - Product Image,Product Edit Page &gt; Product Image Section (right sidebar) &gt; Click - Set product image &gt; Assign - Image
419,Product Edit - Product Gallery,Product Edit Page &gt; Product Gallery Section (right sidebar) &gt; Click - Add product gallery images &gt; Assign - Images
420,Product data - Simple Product,Product Edit Page &gt; Product data &gt; Select - Simple Product
421,Product data - Virtual Product,Product Edit Page &gt; Product data &gt; Check - Virtual field
422,Product data - Downloadable,Product Edit Page &gt; Product data &gt; Check - Downloadable field
423,Product data - Virtual Downlodable,Product Edit Page &gt; Product data &gt; Check - Both Virtual and Downloadable field
424,Product data - General - Regular Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Regular Price
425,Product data - General - Sale Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Sale Price
426,Product data - General - Tax status - Taxable,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Taxable
427,Product data - General - Tax status - Shipping Only,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Shipping Only
428,Product data - General - Tax status - None,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - None
429,Product data - General - Tax class,Product Edit Page &gt; Product data &gt; General &gt; Tax class &gt; Select - Tax class
430,Product data - Inventory - SKU,Product Edit Page &gt; Product data &gt; Inventory &gt; Define - SKU
431,Product data - Inventory - Manage stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Manage stock &gt; Check - Enable stock management at product level
432,Inventory - Stock Status - In Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In Stock
433,Inventory - Stock Status - Out of Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - Out of Stock
434,Inventory - Stock Status - In backorder,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In backorder
435,Sold individually,Product Edit Page &gt; Product data &gt; Inventory &gt; Check - Enable this to only allow one of this item to be bought in a single order
436,Inventory - Stock quantity,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock quantity &gt; Define - Stock quantity
437,Allow backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Do not allow
438,"Allow backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow, but notify customers"
439,Allow backorders? - Allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow
440,Low stock threshold,Product Edit Page &gt; Product data &gt; Inventory &gt; Low stock threshold &gt; Define - Low stock threshold
441,Shipping - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Shipping &gt; Define - Weight and dimensions here
442,Product Shipping Class,Product Edit Page &gt; Product data &gt; Shipping &gt; Select - Product Shipping class
